hotel_id,country,region,resort_type,room_type,hotel_size_rooms,month,is_school_holiday,is_weekend,days_to_christmas,rate_eur_per_night,is_premium,log_rate,rate_flag_extreme
le_sirenuse,Italy,Europe,city,Superior Room,58.0,1,0,0,345,760.0,0,6.634633357861686,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,2,1,0,315,1220.0,0,7.107425474110705,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,3,0,0,280,920.0,0,6.825460036255307,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,4,1,0,251,800.0,0,6.68586094706836,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,5,0,0,229,2650.0,0,7.8826922062890254,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,6,0,0,180,4390.0,1,8.387312270561717,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,7,1,0,160,4340.0,1,8.375860015299594,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,8,1,1,137,4320.0,1,8.371242135931933,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,10,0,1,81,2410.0,0,7.787796878181171,0
le_sirenuse,Italy,Europe,city,Superior Room,58.0,12,1,0,2,1160.0,0,7.057036981697891,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,1,0,0,345,1090.0,0,6.994849985833071,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,2,1,0,315,1340.0,0,7.201170883281678,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,3,0,0,280,1290.0,0,7.1631723908466425,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,4,1,0,251,1260.0,0,7.13966033596492,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,5,0,0,229,3390.0,1,8.128880142125638,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,6,0,0,180,5520.0,1,8.616314282284044,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,7,1,0,160,5740.0,1,8.655388690167637,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,8,1,1,137,6120.0,1,8.71948076085107,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,10,0,1,81,3130.0,1,8.049107721326406,0
le_sirenuse,Italy,Europe,city,Junior Suite,58.0,12,1,0,2,1440.0,0,7.273092595999522,0
le_sirenuse,Italy,Europe,city,Suite,58.0,1,0,0,345,1510.0,0,7.32052696227274,0
le_sirenuse,Italy,Europe,city,Suite,58.0,2,1,0,315,1580.0,0,7.365812837209472,0
le_sirenuse,Italy,Europe,city,Suite,58.0,3,0,0,280,1640.0,0,7.403061091090091,0
le_sirenuse,Italy,Europe,city,Suite,58.0,4,1,0,251,1430.0,0,7.266128779556451,0
le_sirenuse,Italy,Europe,city,Suite,58.0,5,0,0,229,4840.0,1,8.484876589939695,0
le_sirenuse,Italy,Europe,city,Suite,58.0,6,0,0,180,7800.0,1,8.962007209588313,0
le_sirenuse,Italy,Europe,city,Suite,58.0,7,1,0,160,7440.0,1,8.914760527397261,0
le_sirenuse,Italy,Europe,city,Suite,58.0,8,1,1,137,8070.0,1,8.996032669324372,0
le_sirenuse,Italy,Europe,city,Suite,58.0,10,0,1,81,5190.0,1,8.55468163582723,0
le_sirenuse,Italy,Europe,city,Suite,58.0,12,1,0,2,2300.0,0,7.741099090035366,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,1,0,0,345,2320.0,0,7.749753406274437,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,2,1,0,315,2880.0,0,7.9658927350845286,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,3,0,0,280,2380.0,0,7.7752758464868625,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,4,1,0,251,2310.0,0,7.745435610274381,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,5,0,0,229,6170.0,1,8.727616178321068,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,6,0,0,180,10820.0,1,9.289243969571649,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,7,1,0,160,11250.0,1,9.328212292571072,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,8,1,1,137,11410.0,1,9.34233308143468,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,10,0,1,81,7570.0,1,8.932080438103307,0
le_sirenuse,Italy,Europe,city,Grand Suite,58.0,12,1,0,2,3020.0,1,8.013343181386672,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,1,0,0,345,3030.0,1,8.016647877057803,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,2,1,0,315,4160.0,1,8.333510708982942,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,3,0,0,280,3630.0,1,8.197263371414335,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,4,1,0,251,3710.0,1,8.219056661060598,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,5,0,0,229,10180.0,1,9.228278517107196,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,6,0,0,180,15330.0,1,9.637632201310455,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,7,1,0,160,18020.0,1,9.79929302351827,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,8,1,1,137,16260.0,1,9.696524881825722,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,10,0,1,81,10290.0,1,9.239025005836092,0
le_sirenuse,Italy,Europe,city,Presidential Suite,58.0,12,1,0,2,5890.0,1,8.681181041521688,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,1,0,0,345,7230.0,1,8.886132618174951,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,2,1,0,315,9350.0,1,9.143238568435446,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,3,0,0,280,7520.0,1,8.925454386826402,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,4,1,0,251,4370.0,1,8.382747094863314,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,5,0,0,229,2380.0,0,7.7752758464868625,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,6,0,0,180,1870.0,0,7.534228326274089,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,7,1,0,160,1790.0,0,7.490529402060711,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,8,1,1,137,2250.0,0,7.719129840906732,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,10,0,1,81,5400.0,1,8.594339400592892,0
cheval_blanc_randheli,Maldives,Asia,island,Deluxe Room,46.0,12,1,0,2,12680.0,1,9.447860089234899,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,1,0,0,345,9790.0,1,9.189218875354072,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,2,1,0,315,11420.0,1,9.343209045050607,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,3,0,0,280,10070.0,1,9.217415285648144,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,4,1,0,251,5830.0,1,8.670943791222156,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,5,0,0,229,2370.0,0,7.771067086065406,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,6,0,0,180,2930.0,0,7.983098940710892,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,7,1,0,160,2510.0,0,7.828436359157585,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,8,1,1,137,3240.0,1,8.083637203141548,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,10,0,1,81,6000.0,1,8.699681400989514,0
cheval_blanc_randheli,Maldives,Asia,island,Superior Room,46.0,12,1,0,2,12280.0,1,9.415808631610384,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,1,0,0,345,13390.0,1,9.502338118495565,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,2,1,0,315,15930.0,1,9.676022175572895,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,3,0,0,280,12630.0,1,9.443909388773974,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,4,1,0,251,8530.0,1,9.051461866908694,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,5,0,0,229,4200.0,1,8.343077871169383,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,6,0,0,180,3660.0,1,8.205491613120236,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,7,1,0,160,3250.0,1,8.086717920303906,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,8,1,1,137,3240.0,1,8.083637203141548,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,10,0,1,81,8010.0,1,8.988570876215118,0
cheval_blanc_randheli,Maldives,Asia,island,Junior Suite,46.0,12,1,0,2,17610.0,1,9.776278985795086,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,1,0,0,345,18700.0,1,9.83633227734872,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,2,1,0,315,20670.0,1,9.936487030799237,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,3,0,0,280,19090.0,1,9.856972298794659,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,4,1,0,251,11560.0,1,9.355392643675321,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,5,0,0,229,5390.0,1,8.592486175451668,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,6,0,0,180,4430.0,1,8.39638057119949,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,7,1,0,160,4420.0,1,8.394121193826242,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,8,1,1,137,6020.0,1,8.703008637464448,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,10,0,1,81,11270.0,1,9.329988334242078,0
cheval_blanc_randheli,Maldives,Asia,island,Suite,46.0,12,1,0,2,29490.0,1,10.29184041103433,1
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,1,0,0,345,25130.0,1,10.13185742282192,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,2,1,0,315,31430.0,1,10.355549946021075,1
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,3,0,0,280,26540.0,1,10.186445986151496,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,4,1,0,251,16580.0,1,9.716012740501373,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,5,0,0,229,6400.0,1,8.764209507142004,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,6,0,0,180,6480.0,1,8.776630098427717,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,7,1,0,160,7130.0,1,8.872206756028303,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,8,1,1,137,8990.0,1,9.103979355984773,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,10,0,1,81,19120.0,1,9.85854248649296,0
cheval_blanc_randheli,Maldives,Asia,island,Grand Suite,46.0,12,1,0,2,40040.0,1,10.597659208142261,1
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,1,0,0,345,35240.0,1,10.469965456491996,1
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,2,1,0,315,44020.0,1,10.692422071769268,1
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,3,0,0,280,41320.0,1,10.629126124296002,1
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,4,1,0,251,22610.0,1,10.026191792511579,0
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,5,0,0,229,10970.0,1,9.30301070681749,0
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,6,0,0,180,11230.0,1,9.326433090963036,0
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,7,1,0,160,12130.0,1,9.40351943877092,0
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,8,1,1,137,11880.0,1,9.382695764458287,0
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,10,0,1,81,24720.0,1,10.115408363827857,0
cheval_blanc_randheli,Maldives,Asia,island,Presidential Suite,46.0,12,1,0,2,62700.0,1,11.046132675457146,1
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,1,0,0,345,700.0,0,6.55250788703459,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,2,1,0,315,740.0,0,6.608000625296087,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,3,0,0,280,770.0,0,6.647688373563329,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,4,1,0,251,780.0,0,6.660575149839686,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,5,0,0,229,620.0,0,6.431331081933479,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,6,0,0,180,1530.0,0,7.333676395657684,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,7,1,0,160,2850.0,0,7.955425088912672,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,8,1,1,137,2830.0,0,7.9483852851118995,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,10,0,1,81,700.0,0,6.55250788703459,0
bulgari_resort_bali,Indonesia,Asia,beach,Deluxe Room,59.0,12,1,0,2,4100.0,1,8.31898612539206,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,1,0,0,345,860.0,0,6.7580945044277305,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,2,1,0,315,920.0,0,6.825460036255307,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,3,0,0,280,790.0,0,6.673297967767654,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,4,1,0,251,800.0,0,6.68586094706836,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,5,0,0,229,830.0,0,6.7226297948554485,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,6,0,0,180,1990.0,0,7.596392304064196,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,7,1,0,160,3710.0,1,8.219056661060598,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,8,1,1,137,3990.0,1,8.291797105048733,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,10,0,1,81,930.0,0,6.836259277277067,0
bulgari_resort_bali,Indonesia,Asia,beach,Superior Room,59.0,12,1,0,2,6090.0,1,8.714567550836485,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,1,0,0,345,1070.0,0,6.976348070447749,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,2,1,0,315,1270.0,0,7.147559271189454,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,3,0,0,280,1150.0,0,7.048386408721883,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,4,1,0,251,1270.0,0,7.147559271189454,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,5,0,0,229,1210.0,0,7.099201743553092,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,6,0,0,180,2670.0,0,7.890208213109961,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,7,1,0,160,4780.0,1,8.472405008626103,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,8,1,1,137,5110.0,1,8.53915035876828,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,10,0,1,81,1420.0,0,7.259116128097101,0
bulgari_resort_bali,Indonesia,Asia,beach,Junior Suite,59.0,12,1,0,2,7070.0,1,8.863757191604241,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,1,0,0,345,1900.0,0,7.550135342488429,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,2,1,0,315,2400.0,0,7.783640596221253,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,3,0,0,280,1870.0,0,7.534228326274089,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,4,1,0,251,1860.0,0,7.528869256642251,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,5,0,0,229,1790.0,0,7.490529402060711,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,6,0,0,180,4280.0,1,8.361941906144946,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,7,1,0,160,6230.0,1,8.737292112544221,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,8,1,1,137,7220.0,1,8.884748726451182,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,10,0,1,81,2020.0,0,7.611347717403621,0
bulgari_resort_bali,Indonesia,Asia,beach,Suite,59.0,12,1,0,2,9790.0,1,9.189218875354072,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,1,0,0,345,2310.0,0,7.745435610274381,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,2,1,0,315,2590.0,0,7.85979918056211,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,3,0,0,280,2430.0,0,7.796057974316123,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,4,1,0,251,2280.0,0,7.732369222284388,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,5,0,0,229,2390.0,0,7.779466967458324,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,6,0,0,180,5740.0,1,8.655388690167637,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,7,1,0,160,9460.0,1,9.154933364704444,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,8,1,1,137,10310.0,1,9.240966565517944,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,10,0,1,81,2560.0,0,7.848153086199526,0
bulgari_resort_bali,Indonesia,Asia,beach,Grand Suite,59.0,12,1,0,2,15330.0,1,9.637632201310455,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,1,0,0,345,3500.0,1,8.160803920954665,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,2,1,0,315,4600.0,1,8.434028950155469,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,3,0,0,280,3880.0,1,8.263848131368906,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,4,1,0,251,4060.0,1,8.309184527686298,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,5,0,0,229,3740.0,1,8.227108234348146,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,6,0,0,180,9010.0,1,9.106201332235038,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,7,1,0,160,13940.0,1,9.542589417753089,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,8,1,1,137,15920.0,1,9.675394271496005,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,10,0,1,81,4290.0,1,8.364275084991524,0
bulgari_resort_bali,Indonesia,Asia,beach,Presidential Suite,59.0,12,1,0,2,20020.0,1,9.904537001671699,0
the_brando,French Polynesia,Pacific,island,Deluxe Room,35.0,1,0,0,345,1660.0,0,7.415175109613295,0
the_brando,French Polynesia,Pacific,island,Deluxe Room,35.0,2,1,0,315,2260.0,0,7.72356247227797,0
the_brando,French Polynesia,Pacific,island,Deluxe Room,35.0,3,0,0,280,2160.0,0,7.6783263565068856,0
the_brando,French Polynesia,Pacific,island,Deluxe Room,35.0,4,1,0,251,1680.0,0,7.427144133408616,0
the_brando,French Polynesia,Pacific,island,Deluxe Room,35.0,5,0,0,229,2180.0,0,7.687538766201629,0
the_brando,French Polynesia,Pacific,island,Deluxe Room,35.0,6,0,0,180,4290.0,1,8.364275084991524,0
